Run,Day,Interval,Success
988,Day_11,2,1
988,Day_11,3,1
988,Day_11,4,1
988,Day_11,5,0
989,Day_11,1,1
989,Day_11,2,1
989,Day_11,3,1
989,Day_11,4,1
989,Day_11,5,0
990,Day_11,1,1
990,Day_11,2,1
990,Day_11,3,1
990,Day_11,4,1
990,Day_11,5,0
991,Day_11,1,1
991,Day_11,2,1
991,Day_11,3,1
991,Day_11,4,1
991,Day_11,5,0
992,Day_11,1,1
992,Day_11,2,1
992,Day_11,3,1
992,Day_11,4,1
992,Day_11,5,0
993,Day_11,1,1
993,Day_11,2,1
993,Day_11,3,1
993,Day_11,4,0
994,Day_11,1,1
994,Day_11,2,1
994,Day_11,3,1
994,Day_11,4,0
995,Day_11,1,1
995,Day_11,2,1
995,Day_11,3,1
995,Day_11,4,0
996,Day_11,1,1
996,Day_11,2,1
996,Day_11,3,1
996,Day_11,4,0
997,Day_11,1,1
997,Day_11,2,1
997,Day_11,3,1
997,Day_11,4,0
998,Day_11,1,1
998,Day_11,2,1
998,Day_11,3,1
998,Day_11,4,0
999,Day_11,1,1
999,Day_11,2,1
999,Day_11,3,1
999,Day_11,4,0
1000,Day_11,1,1
1000,Day_11,2,1
1000,Day_11,3,1
1000,Day_11,4,0
1001,Day_11,1,1
1001,Day_11,2,1
1001,Day_11,3,1
1001,Day_11,4,0
1002,Day_11,1,1
1002,Day_11,2,1
1002,Day_11,3,1
1002,Day_11,4,0
1003,Day_11,1,1
1003,Day_11,2,1
1003,Day_11,3,1
1003,Day_11,4,0
1004,Day_11,1,1
1004,Day_11,2,1
1004,Day_11,3,1
1004,Day_11,4,0
1005,Day_11,1,1
1005,Day_11,2,1
1005,Day_11,3,1
1005,Day_11,4,0
1006,Day_11,1,1
1006,Day_11,2,1
1006,Day_11,3,1
1006,Day_11,4,0
1007,Day_11,1,1
1007,Day_11,2,1
1007,Day_11,3,1
1007,Day_11,4,0
1008,Day_11,1,1
1008,Day_11,2,1
1008,Day_11,3,1
1008,Day_11,4,0
1009,Day_11,1,1
1009,Day_11,2,1
1009,Day_11,3,1
1009,Day_11,4,0
1010,Day_11,1,1
1010,Day_11,2,1
1010,Day_11,3,1
1010,Day_11,4,0
1011,Day_11,1,1
1011,Day_11,2,1
1011,Day_11,3,1
1011,Day_11,4,0
1012,Day_11,1,1
1012,Day_11,2,1
1012,Day_11,3,1
1012,Day_11,4,0
1013,Day_11,1,1
1013,Day_11,2,1
1013,Day_11,3,1
1013,Day_11,4,0
1014,Day_11,1,1
1014,Day_11,2,1
1014,Day_11,3,1
1014,Day_11,4,0
1015,Day_11,1,1
1015,Day_11,2,1
1015,Day_11,3,1
1015,Day_11,4,0
1016,Day_11,1,1
1016,Day_11,2,1
1016,Day_11,3,1
1016,Day_11,4,0
1017,Day_11,1,1
1017,Day_11,2,1
1017,Day_11,3,1
1017,Day_11,4,0
1018,Day_11,1,1
1018,Day_11,2,1
1018,Day_11,3,1
1018,Day_11,4,0
1019,Day_11,1,1
1019,Day_11,2,1
1019,Day_11,3,1
1019,Day_11,4,0
1020,Day_11,1,1
1020,Day_11,2,1
1020,Day_11,3,1
1020,Day_11,4,0
1021,Day_11,1,1
1021,Day_11,2,1
1021,Day_11,3,1
1021,Day_11,4,0
1022,Day_11,1,1
1022,Day_11,2,1
1022,Day_11,3,1
1022,Day_11,4,0
1023,Day_11,1,1
1023,Day_11,2,1
1023,Day_11,3,1
1023,Day_11,4,0
1024,Day_11,1,1
1024,Day_11,2,1
1024,Day_11,3,1
1024,Day_11,4,0
1025,Day_11,1,1
1025,Day_11,2,1
1025,Day_11,3,1
1025,Day_11,4,0
1026,Day_11,1,1
1026,Day_11,2,1
1026,Day_11,3,1
1026,Day_11,4,0
1027,Day_11,1,1
1027,Day_11,2,1
1027,Day_11,3,1
1027,Day_11,4,0
1028,Day_11,1,1
1028,Day_11,2,1
1028,Day_11,3,1
1028,Day_11,4,0
1029,Day_11,1,1
1029,Day_11,2,1
1029,Day_11,3,1
1029,Day_11,4,0
1030,Day_11,1,1
1030,Day_11,2,1
1030,Day_11,3,1
1030,Day_11,4,0
1031,Day_11,1,1
1031,Day_11,2,1
1031,Day_11,3,1
1031,Day_11,4,0
1032,Day_11,1,1
1032,Day_11,2,1
1032,Day_11,3,1
1032,Day_11,4,0
1033,Day_11,1,1
1033,Day_11,2,1
1033,Day_11,3,1
1033,Day_11,4,0
1034,Day_11,1,1
1034,Day_11,2,1
1034,Day_11,3,1
1034,Day_11,4,0
1035,Day_11,1,1
1035,Day_11,2,1
1035,Day_11,3,1
1035,Day_11,4,0
1036,Day_11,1,1
1036,Day_11,2,1
1036,Day_11,3,1
1036,Day_11,4,0
1037,Day_11,1,1
1037,Day_11,2,1
1037,Day_11,3,1
1037,Day_11,4,0
1038,Day_11,1,1
1038,Day_11,2,1
1038,Day_11,3,1
1038,Day_11,4,0
1039,Day_11,1,1
1039,Day_11,2,1
1039,Day_11,3,1
1039,Day_11,4,0
1040,Day_11,1,1
1040,Day_11,2,1
1040,Day_11,3,1
1040,Day_11,4,0
1041,Day_11,1,1
1041,Day_11,2,1
1041,Day_11,3,1
1041,Day_11,4,0
1042,Day_11,1,1
1042,Day_11,2,1
1042,Day_11,3,1
1042,Day_11,4,0
1043,Day_11,1,1
1043,Day_11,2,1
1043,Day_11,3,1
1043,Day_11,4,0
1044,Day_11,1,1
1044,Day_11,2,1
1044,Day_11,3,1
1044,Day_11,4,0
1045,Day_11,1,1
1045,Day_11,2,1
1045,Day_11,3,1
1045,Day_11,4,0
1046,Day_11,1,1
1046,Day_11,2,1
1046,Day_11,3,1
1046,Day_11,4,0
1047,Day_11,1,1
1047,Day_11,2,1
1047,Day_11,3,1
1047,Day_11,4,0
1048,Day_11,1,1
1048,Day_11,2,1
1048,Day_11,3,0
1049,Day_11,1,1
1049,Day_11,2,1
1049,Day_11,3,0
1050,Day_11,1,1
1050,Day_11,2,1
1050,Day_11,3,0
1051,Day_11,1,1
1051,Day_11,2,1
1051,Day_11,3,0
1052,Day_11,1,1
1052,Day_11,2,1
1052,Day_11,3,0
1053,Day_11,1,1
1053,Day_11,2,1
1053,Day_11,3,0
1054,Day_11,1,1
1054,Day_11,2,1
1054,Day_11,3,0
1055,Day_11,1,1
1055,Day_11,2,1
1055,Day_11,3,0
1056,Day_11,1,1
1056,Day_11,2,1
1056,Day_11,3,0
1057,Day_11,1,1
1057,Day_11,2,1
1057,Day_11,3,0
1058,Day_11,1,1
1058,Day_11,2,1
1058,Day_11,3,0
1059,Day_11,1,1
1059,Day_11,2,1
1059,Day_11,3,0
1060,Day_11,1,1
1060,Day_11,2,1
1060,Day_11,3,0
1061,Day_11,1,1
1061,Day_11,2,1
1061,Day_11,3,0
1062,Day_11,1,1
1062,Day_11,2,1
1062,Day_11,3,0
1063,Day_11,1,1
1063,Day_11,2,0
1064,Day_11,1,1
1064,Day_11,2,0
1065,Day_11,1,1
1065,Day_11,2,0
1066,Day_11,1,1
1066,Day_11,2,0
1067,Day_11,1,1
1067,Day_11,2,0
1068,Day_11,1,1
1068,Day_11,2,0
1069,Day_11,1,1
1069,Day_11,2,0
1070,Day_11,1,1
1070,Day_11,2,0
1071,Day_11,1,1
1071,Day_11,2,0
1072,Day_11,1,1
1072,Day_11,2,0
1073,Day_11,1,1
1073,Day_11,2,0
1074,Day_11,1,1
1074,Day_11,2,0
1075,Day_11,1,1
1075,Day_11,2,0
1076,Day_11,1,1
1076,Day_11,2,0
1077,Day_11,1,1
1077,Day_11,2,0
1078,Day_11,1,1
1078,Day_11,2,0
1079,Day_11,1,1
1079,Day_11,2,0
1080,Day_11,1,1
1080,Day_11,2,0
1081,Day_11,1,0
1082,Day_11,1,0
1083,Day_11,1,0
1084,Day_11,1,0
1085,Day_11,1,0
1086,Day_11,1,0
1087,Day_11,1,0
1088,Day_11,1,0
1089,Day_11,1,0
1090,Day_11,1,0
1091,Day_11,1,0
1092,Day_11,1,0
1093,Day_11,1,0
1094,Day_11,1,0
1095,Day_11,1,0
1096,Day_11,1,0
1097,Day_11,1,0
1098,Day_11,1,0
1099,Day_11,1,0
1100,Day_11,1,0
1101,Day_11,1,0
1102,Day_11,1,0
1103,Day_11,1,0
1104,Day_11,1,0
1105,Day_11,1,0
1106,Day_11,1,0
1107,Day_11,1,0
1108,Day_11,1,0
1109,Day_11,1,0
1110,Day_11,1,0
1111,Day_11,1,0
1112,Day_11,1,0
1113,Day_11,1,0
1114,Day_11,1,0
1115,Day_11,1,0
1116,Day_11,1,0
1117,Day_11,1,0
1118,Day_11,1,0
1119,Day_11,1,0
1120,Day_11,1,0
1121,Day_11,1,0
1122,Day_11,1,0
1123,Day_11,1,0
1124,Day_11,1,0
1125,Day_11,1,0
1126,Day_11,1,0
1127,Day_11,1,0
1128,Day_11,1,0
1129,Day_11,1,0
1130,Day_11,1,0
1131,Day_11,1,0
1132,Day_11,1,0
1133,Day_11,1,0
1134,Day_11,1,0
1135,Day_11,1,0
1136,Day_11,1,0
1137,Day_11,1,0
1138,Day_12,1,1
1138,Day_12,2,1
1138,Day_12,3,1
1138,Day_12,4,1
1138,Day_12,5,1
1138,Day_12,6,1
1138,Day_12,7,1
1138,Day_12,8,0
1139,Day_12,1,1
1139,Day_12,2,1
1139,Day_12,3,1
1139,Day_12,4,1
1139,Day_12,5,0
1140,Day_12,1,1
1140,Day_12,2,1
1140,Day_12,3,1
1140,Day_12,4,1
1140,Day_12,5,0
1141,Day_12,1,1
1141,Day_12,2,1
1141,Day_12,3,1
1141,Day_12,4,1
1141,Day_12,5,0
1142,Day_12,1,1
1142,Day_12,2,1
1142,Day_12,3,1
1142,Day_12,4,0
1143,Day_12,1,1
1143,Day_12,2,1
1143,Day_12,3,1
1143,Day_12,4,0
1144,Day_12,1,1
1144,Day_12,2,1
1144,Day_12,3,1
1144,Day_12,4,0
1145,Day_12,1,1
1145,Day_12,2,1
1145,Day_12,3,1
1145,Day_12,4,0
1146,Day_12,1,1
1146,Day_12,2,1
1146,Day_12,3,1
1146,Day_12,4,0
1147,Day_12,1,1
1147,Day_12,2,1
1147,Day_12,3,1
1147,Day_12,4,0
1148,Day_12,1,1
1148,Day_12,2,1
1148,Day_12,3,1
1148,Day_12,4,0
1149,Day_12,1,1
1149,Day_12,2,1
1149,Day_12,3,1
1149,Day_12,4,0
1150,Day_12,1,1
1150,Day_12,2,1
1150,Day_12,3,1
1150,Day_12,4,0
1151,Day_12,1,1
1151,Day_12,2,1
1151,Day_12,3,1
1151,Day_12,4,0
1152,Day_12,1,1
1152,Day_12,2,1
1152,Day_12,3,1
1152,Day_12,4,0
1153,Day_12,1,1
1153,Day_12,2,1
1153,Day_12,3,1
1153,Day_12,4,0
1154,Day_12,1,1
1154,Day_12,2,1
1154,Day_12,3,1
1154,Day_12,4,0
1155,Day_12,1,1
1155,Day_12,2,1
1155,Day_12,3,1
1155,Day_12,4,0
1156,Day_12,1,1
1156,Day_12,2,1
1156,Day_12,3,1
1156,Day_12,4,0
1157,Day_12,1,1
1157,Day_12,2,1
1157,Day_12,3,1
1157,Day_12,4,0
1158,Day_12,1,1
1158,Day_12,2,1
1158,Day_12,3,1
1158,Day_12,4,0
1159,Day_12,1,1
1159,Day_12,2,1
1159,Day_12,3,1
1159,Day_12,4,0
1160,Day_12,1,1
1160,Day_12,2,1
1160,Day_12,3,1
1160,Day_12,4,0
1161,Day_12,1,1
1161,Day_12,2,1
1161,Day_12,3,1
1161,Day_12,4,0
1162,Day_12,1,1
1162,Day_12,2,1
1162,Day_12,3,1
1162,Day_12,4,0
1163,Day_12,1,1
1163,Day_12,2,1
1163,Day_12,3,1
1163,Day_12,4,0
1164,Day_12,1,1
1164,Day_12,2,1
1164,Day_12,3,1
1164,Day_12,4,0
1165,Day_12,1,1
1165,Day_12,2,1
1165,Day_12,3,1
1165,Day_12,4,0
1166,Day_12,1,1
1166,Day_12,2,1
1166,Day_12,3,1
1166,Day_12,4,0
1167,Day_12,1,1
1167,Day_12,2,1
1167,Day_12,3,1
1167,Day_12,4,0
1168,Day_12,1,1
1168,Day_12,2,1
1168,Day_12,3,1
1168,Day_12,4,0
1169,Day_12,1,1
1169,Day_12,2,1
1169,Day_12,3,1
1169,Day_12,4,0
1170,Day_12,1,1
1170,Day_12,2,1
1170,Day_12,3,1
1170,Day_12,4,0
1171,Day_12,1,1
1171,Day_12,2,1
1171,Day_12,3,1
1171,Day_12,4,0
1172,Day_12,1,1
1172,Day_12,2,1
1172,Day_12,3,1
1172,Day_12,4,0
1173,Day_12,1,1
1173,Day_12,2,1
1173,Day_12,3,1
1173,Day_12,4,0
1174,Day_12,1,1
1174,Day_12,2,1
1174,Day_12,3,1
1174,Day_12,4,0
1175,Day_12,1,1
1175,Day_12,2,1
1175,Day_12,3,1
1175,Day_12,4,0
1176,Day_12,1,1
1176,Day_12,2,1
1176,Day_12,3,1
1176,Day_12,4,0
1177,Day_12,1,1
1177,Day_12,2,1
1177,Day_12,3,0
1178,Day_12,1,1
1178,Day_12,2,1
1178,Day_12,3,0
1179,Day_12,1,1
1179,Day_12,2,1
1179,Day_12,3,0
1180,Day_12,1,1
1180,Day_12,2,1
1180,Day_12,3,0
1181,Day_12,1,1
1181,Day_12,2,1
1181,Day_12,3,0
1182,Day_12,1,1
1182,Day_12,2,1
1182,Day_12,3,0
1183,Day_12,1,1
1183,Day_12,2,1
1183,Day_12,3,0
1184,Day_12,1,1
1184,Day_12,2,0
1185,Day_12,1,1
1185,Day_12,2,0
1186,Day_12,1,1
1186,Day_12,2,0
1187,Day_12,1,1
1187,Day_12,2,0
1188,Day_12,1,1
1188,Day_12,2,0
1189,Day_12,1,1
1189,Day_12,2,0
1190,Day_12,1,1
1190,Day_12,2,0
1191,Day_12,1,1
1191,Day_12,2,0
1192,Day_12,1,1
1192,Day_12,2,0
1193,Day_12,1,1
1193,Day_12,2,0
1194,Day_12,1,0
1195,Day_12,1,0
1196,Day_12,1,0
1197,Day_12,1,0
1198,Day_12,1,0
1199,Day_12,1,0
1200,Day_12,1,0
1201,Day_12,1,0
1202,Day_12,1,0
1203,Day_12,1,0
1204,Day_12,1,0
1205,Day_12,1,0
1206,Day_12,1,0
1207,Day_12,1,0
1208,Day_12,1,0
1209,Day_12,1,0
1210,Day_12,1,0
1211,Day_12,1,0
1212,Day_12,1,0
1213,Day_12,1,0
1214,Day_12,1,0
1215,Day_12,1,0
1216,Day_12,1,0
1217,Day_12,1,0
1218,Day_12,1,0
1219,Day_12,1,0
1220,Day_12,1,0
1221,Day_12,1,0
1222,Day_12,1,0
1223,Day_12,1,0
1224,Day_12,1,0
1225,Day_12,1,0
1226,Day_12,1,0
1227,Day_12,1,0
1228,Day_12,1,0
1229,Day_12,1,0
1230,Day_13,1,1
1230,Day_13,2,1
1230,Day_13,3,1
1230,Day_13,4,1
1230,Day_13,5,1
1230,Day_13,6,1
1230,Day_13,7,1
1230,Day_13,8,0
1231,Day_13,1,1
1231,Day_13,2,1
1231,Day_13,3,1
1231,Day_13,4,1
1231,Day_13,5,1
1231,Day_13,6,0
1232,Day_13,1,1
1232,Day_13,2,1
1232,Day_13,3,1
1232,Day_13,4,1
1232,Day_13,5,0
1233,Day_13,1,1
1233,Day_13,2,1
1233,Day_13,3,1
1233,Day_13,4,1
1233,Day_13,5,0
1234,Day_13,1,1
1234,Day_13,2,1
1234,Day_13,3,1
1234,Day_13,4,1
1234,Day_13,5,0
1235,Day_13,1,1
1235,Day_13,2,1
1235,Day_13,3,1
1235,Day_13,4,0
1236,Day_13,1,1
1236,Day_13,2,1
1236,Day_13,3,1
1236,Day_13,4,0
1237,Day_13,1,1
1237,Day_13,2,1
1237,Day_13,3,1
1237,Day_13,4,0
1238,Day_13,1,1
1238,Day_13,2,1
1238,Day_13,3,1
1238,Day_13,4,0
1239,Day_13,1,1
1239,Day_13,2,1
1239,Day_13,3,1
1239,Day_13,4,0
1240,Day_13,1,1
1240,Day_13,2,1
1240,Day_13,3,1
1240,Day_13,4,0
1241,Day_13,1,1
1241,Day_13,2,1
1241,Day_13,3,1
1241,Day_13,4,0
1242,Day_13,1,1
1242,Day_13,2,1
1242,Day_13,3,1
1242,Day_13,4,0
1243,Day_13,1,1
1243,Day_13,2,1
1243,Day_13,3,1
1243,Day_13,4,0
1244,Day_13,1,1
1244,Day_13,2,1
1244,Day_13,3,1
1244,Day_13,4,0
1245,Day_13,1,1
1245,Day_13,2,1
1245,Day_13,3,1
1245,Day_13,4,0
1246,Day_13,1,1
1246,Day_13,2,1
1246,Day_13,3,1
1246,Day_13,4,0
1247,Day_13,1,1
1247,Day_13,2,1
1247,Day_13,3,1
1247,Day_13,4,0
1248,Day_13,1,1
1248,Day_13,2,1
1248,Day_13,3,1
1248,Day_13,4,0
1249,Day_13,1,1
1249,Day_13,2,1
1249,Day_13,3,1
1249,Day_13,4,0
1250,Day_13,1,1
1250,Day_13,2,1
1250,Day_13,3,0
1251,Day_13,1,1
1251,Day_13,2,1
1251,Day_13,3,0
1252,Day_13,1,1
1252,Day_13,2,1
1252,Day_13,3,0
1253,Day_13,1,1
1253,Day_13,2,1
1253,Day_13,3,0
1254,Day_13,1,1
1254,Day_13,2,0
1255,Day_13,1,1
1255,Day_13,2,0
1256,Day_13,1,1
1256,Day_13,2,0
1257,Day_13,1,1
1257,Day_13,2,0
1258,Day_13,1,1
1258,Day_13,2,0
1259,Day_13,1,1
1259,Day_13,2,0
1260,Day_13,1,1
1260,Day_13,2,0
1261,Day_13,1,0
1262,Day_13,1,0
1263,Day_13,1,0
1264,Day_13,1,0
1265,Day_13,1,0
1266,Day_13,1,0
1267,Day_13,1,0
1268,Day_13,1,0
1269,Day_13,1,0
1270,Day_13,1,0
1271,Day_13,1,0
1272,Day_13,1,0
1273,Day_13,1,0
1274,Day_13,1,0
1275,Day_13,1,0
1276,Day_13,1,0
1277,Day_13,1,0
1278,Day_13,1,0
1279,Day_13,1,0
1280,Day_13,1,0
1281,Day_14,1,1
1281,Day_14,2,1
1281,Day_14,3,1
1281,Day_14,4,1
1281,Day_14,5,1
1281,Day_14,6,1
1281,Day_14,7,1
1281,Day_14,8,1
1282,Day_14,1,1
1282,Day_14,2,1
1282,Day_14,3,1
1282,Day_14,4,1
1282,Day_14,5,1
1282,Day_14,6,1
1282,Day_14,7,1
1282,Day_14,8,0
1283,Day_14,1,1
1283,Day_14,2,1
1283,Day_14,3,1
1283,Day_14,4,1
1283,Day_14,5,1
1283,Day_14,6,1
1283,Day_14,7,0
1284,Day_14,1,1
1284,Day_14,2,1
1284,Day_14,3,1
1284,Day_14,4,1
1284,Day_14,5,1
1284,Day_14,6,0
1285,Day_14,1,1
1285,Day_14,2,1
1285,Day_14,3,1
1285,Day_14,4,1
1285,Day_14,5,0
1286,Day_14,1,1
1286,Day_14,2,1
1286,Day_14,3,1
1286,Day_14,4,0
1287,Day_14,1,1
1287,Day_14,2,1
1287,Day_14,3,1
1287,Day_14,4,0
1288,Day_14,1,1
1288,Day_14,2,1
1288,Day_14,3,1
1288,Day_14,4,0
1289,Day_14,1,1
1289,Day_14,2,1
1289,Day_14,3,1
1289,Day_14,4,0
1290,Day_14,1,1
1290,Day_14,2,1
1290,Day_14,3,1
1290,Day_14,4,0
1291,Day_14,1,1
1291,Day_14,2,1
1291,Day_14,3,1
1291,Day_14,4,0
1292,Day_14,1,1
1292,Day_14,2,1
1292,Day_14,3,1
1292,Day_14,4,0
1293,Day_14,1,1
1293,Day_14,2,1
1293,Day_14,3,1
1293,Day_14,4,0
1294,Day_14,1,1
1294,Day_14,2,1
1294,Day_14,3,1
1294,Day_14,4,0
1295,Day_14,1,1
1295,Day_14,2,1
1295,Day_14,3,1
1295,Day_14,4,0
1296,Day_14,1,1
1296,Day_14,2,1
1296,Day_14,3,1
1296,Day_14,4,0
1297,Day_14,1,1
1297,Day_14,2,1
1297,Day_14,3,1
1297,Day_14,4,0
1298,Day_14,1,1
1298,Day_14,2,1
1298,Day_14,3,1
1298,Day_14,4,0
1299,Day_14,1,1
1299,Day_14,2,1
1299,Day_14,3,1
1299,Day_14,4,0
1300,Day_14,1,1
1300,Day_14,2,1
1300,Day_14,3,1
1300,Day_14,4,0
1301,Day_14,1,1
1301,Day_14,2,1
1301,Day_14,3,1
1301,Day_14,4,0
1302,Day_14,1,1
1302,Day_14,2,1
1302,Day_14,3,1
1302,Day_14,4,0
1303,Day_14,1,1
1303,Day_14,2,1
1303,Day_14,3,1
1303,Day_14,4,0
1304,Day_14,1,1
1304,Day_14,2,1
1304,Day_14,3,1
1304,Day_14,4,0
1305,Day_14,1,1
1305,Day_14,2,1
1305,Day_14,3,1
1305,Day_14,4,0
1306,Day_14,1,1
1306,Day_14,2,1
1306,Day_14,3,1
1306,Day_14,4,0
1307,Day_14,1,1
1307,Day_14,2,1
1307,Day_14,3,1
1307,Day_14,4,0
1308,Day_14,1,1
1308,Day_14,2,1
1308,Day_14,3,1
1308,Day_14,4,0
1309,Day_14,1,1
1309,Day_14,2,1
1309,Day_14,3,1
1309,Day_14,4,0
1310,Day_14,1,1
1310,Day_14,2,1
1310,Day_14,3,1
1310,Day_14,4,0
1311,Day_14,1,1
1311,Day_14,2,1
1311,Day_14,3,1
1311,Day_14,4,0
1312,Day_14,1,1
1312,Day_14,2,1
1312,Day_14,3,1
1312,Day_14,4,0
1313,Day_14,1,1
1313,Day_14,2,1
1313,Day_14,3,1
1313,Day_14,4,0
1314,Day_14,1,1
1314,Day_14,2,1
1314,Day_14,3,1
1314,Day_14,4,0
1315,Day_14,1,1
1315,Day_14,2,1
1315,Day_14,3,1
1315,Day_14,4,0
1316,Day_14,1,1
1316,Day_14,2,1
1316,Day_14,3,0
1317,Day_14,1,1
1317,Day_14,2,1
1317,Day_14,3,0
1318,Day_14,1,1
1318,Day_14,2,1
1318,Day_14,3,0
1319,Day_14,1,1
1319,Day_14,2,1
1319,Day_14,3,0
1320,Day_14,1,1
1320,Day_14,2,1
1320,Day_14,3,0
1321,Day_14,1,1
1321,Day_14,2,1
1321,Day_14,3,0
1322,Day_14,1,1
1322,Day_14,2,1
1322,Day_14,3,0
1323,Day_14,1,1
1323,Day_14,2,1
1323,Day_14,3,0
1324,Day_14,1,1
1324,Day_14,2,1
1324,Day_14,3,0
1325,Day_14,1,1
1325,Day_14,2,0
1326,Day_14,1,1
1326,Day_14,2,0
1327,Day_14,1,1
1327,Day_14,2,0
1328,Day_14,1,1
1328,Day_14,2,0
1329,Day_14,1,1
1329,Day_14,2,0
1330,Day_14,1,1
1330,Day_14,2,0
1331,Day_14,1,1
1331,Day_14,2,0
1332,Day_14,1,1
1332,Day_14,2,0
1333,Day_14,1,1
1333,Day_14,2,0
1334,Day_14,1,1
1334,Day_14,2,0
1335,Day_14,1,1
1335,Day_14,2,0
1336,Day_14,1,1
1336,Day_14,2,0
1337,Day_14,1,0
1338,Day_14,1,0
1339,Day_14,1,0
1340,Day_14,1,0
1341,Day_14,1,0
1342,Day_14,1,0
1343,Day_14,1,0
1344,Day_14,1,0
1345,Day_14,1,0
1346,Day_14,1,0
1347,Day_14,1,0
1348,Day_14,1,0
1349,Day_14,1,0
1350,Day_14,1,0
1351,Day_14,1,0
1352,Day_14,1,0
1353,Day_14,1,0
1354,Day_15,1,1
1354,Day_15,2,1
1354,Day_15,3,1
1354,Day_15,4,1
1354,Day_15,5,1
1354,Day_15,6,1
1354,Day_15,7,1
1354,Day_15,8,1
1355,Day_15,1,1
1355,Day_15,2,1
1355,Day_15,3,1
1355,Day_15,4,1
1355,Day_15,5,1
1355,Day_15,6,1
1355,Day_15,7,1
1355,Day_15,8,1
1356,Day_15,1,1
1356,Day_15,2,1
1356,Day_15,3,1
1356,Day_15,4,1
1356,Day_15,5,1
1356,Day_15,6,0
1357,Day_15,1,1
1357,Day_15,2,1
1357,Day_15,3,1
1357,Day_15,4,1
1357,Day_15,5,0
1358,Day_15,1,1
1358,Day_15,2,1
1358,Day_15,3,1
1358,Day_15,4,1
1358,Day_15,5,0
1359,Day_15,1,1
1359,Day_15,2,1
1359,Day_15,3,1
1359,Day_15,4,1
1359,Day_15,5,0
1360,Day_15,1,1
1360,Day_15,2,1
1360,Day_15,3,1
1360,Day_15,4,1
1360,Day_15,5,0
1361,Day_15,1,1
1361,Day_15,2,1
1361,Day_15,3,1
1361,Day_15,4,0
1362,Day_15,1,1
1362,Day_15,2,1
1362,Day_15,3,1
1362,Day_15,4,0
1363,Day_15,1,1
1363,Day_15,2,1
1363,Day_15,3,1
1363,Day_15,4,0
1364,Day_15,1,1
1364,Day_15,2,1
1364,Day_15,3,1
1364,Day_15,4,0
1365,Day_15,1,1
1365,Day_15,2,1
1365,Day_15,3,1
1365,Day_15,4,0
1366,Day_15,1,1
1366,Day_15,2,1
1366,Day_15,3,1
1366,Day_15,4,0
1367,Day_15,1,1
1367,Day_15,2,1
1367,Day_15,3,1
